,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy
0,Fusion,11,11,37,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'micro_f1', 'WV:weighting': 'bw_quadratic'}",1.682915210723877,0.9761885518710148
1,Model,11,11,445,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.07796793706214646, 'GB:learning_rate': 0.2566556304431388, 'GB:min_samples_leaf': 197}",132.6582396030426,0.9634175899050547
2,Model,11,11,214,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.4693269837000967e-09, 'GB:learning_rate': 0.06989061064802304, 'GB:min_samples_leaf': 42}",133.0832061767578,0.9605786306583524
3,Model,11,11,220,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 2.3607241135803826e-09, 'GB:learning_rate': 0.06950080411215406, 'GB:min_samples_leaf': 25}",135.0433964729309,0.9624580487683447
4,Model,11,11,213,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 7.464763681939175e-06, 'GB:learning_rate': 0.1531270489928672, 'GB:min_samples_leaf': 107}",137.89073824882507,0.9653583825769687
5,Model,11,11,126,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.5481646655709492e-07, 'GB:learning_rate': 0.23505986156428454, 'GB:min_samples_leaf': 94}",122.10188388824463,0.9650548510225047
6,Model,11,11,116,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 4.58109540579609e-05, 'GB:learning_rate': 0.19532108429366074, 'GB:min_samples_leaf': 19}",120.43387389183044,0.9642741336143354
7,Model,11,11,139,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 7.908025502458672e-07, 'GB:learning_rate': 0.19259137360323197, 'GB:min_samples_leaf': 31}",123.78554081916809,0.965144811217758
8,Model,11,11,336,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 3.6553171721051944e-10, 'GB:learning_rate': 0.268389859521691, 'GB:min_samples_leaf': 153}",117.7955949306488,0.9652267117263463
9,Model,11,11,256,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 2.7847398826872305, 'SVM:gamma': 0.020235648713362045, 'SVM:kernel': 'rbf', 'SVM:tol': 0.00012307920755401695}",43.59001302719116,0.9688182325472223
10,Model,11,11,255,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 4.250552166252221, 'SVM:gamma': 0.02444869482673251, 'SVM:kernel': 'rbf', 'SVM:tol': 9.948487422355857e-05}",46.59891319274902,0.9727505804218424
11,Model,11,11,142,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 630.2036531173535, 'SVM:gamma': 0.053636384715171154, 'SVM:kernel': 'rbf', 'SVM:tol': 0.018815776922176928}",63.32071852684021,0.9754438895855838
