,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,16,16,1546,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 16, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'logistic', 'NN:alpha': 0.00011054812019496528, 'NN:solver': 'adam', 'NN:tol': 0.07514509193008802, 'NN:beta_1': 0.9, 'NN:beta_2': 0.999, 'NN:epsilon': 1e-08, 'NN:learning_rate_init': 0.007828778001572468}",2.3986823558807373,0.863855421686747,0.8297859098829973,0.8218583033708078,0.863855421686747,0.814973734852031,[0.91954023 0.71040724],0.863855421686747,0.8297859098829973,[0.8974359  0.76213592],0.8297859098829973
1,Model,16,16,1039,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.025007959317266737}",1.2845995426177979,0.810843373493976,0.8205439382623849,0.7760884992551176,0.810843373493976,0.7602889432157725,[0.9380863  0.58249158],0.810843373493976,0.8205439382623849,[0.80128205 0.83980583],0.8205439382623848
2,Model,16,16,933,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME', 'AB:learning_rate': 1.7621270454770608, 'AB:n_estimators': 16}",1.828193187713623,0.8457831325301205,0.7982558501369181,0.7953601614928847,0.8457831325301205,0.7926283812664102,[0.9012945  0.68396226],0.8457831325301205,0.7982558501369181,[0.89262821 0.7038835 ],0.7982558501369181
3,Model,16,16,696,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.08000729040747834}",1.2599287033081055,0.8518072289156626,0.8217730893701767,0.8089815530329254,0.8518072289156626,0.7989253373226661,[0.91819699 0.67965368],0.8518072289156626,0.8217730893701767,[0.88141026 0.76213592],0.8217730893701767
4,Model,16,16,997,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.10742336387159812}",1.270510196685791,0.8457831325301205,0.7868745332337566,0.7906287444031028,0.8457831325301205,0.7946873801304182,[0.89240506 0.6969697 ],0.8457831325301205,0.7868745332337566,[0.90384615 0.66990291],0.7868745332337566
5,Model,16,16,473,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.3399422518180453, 'AB:n_estimators': 18}",1.9441454410552979,0.8578313253012049,0.8062686706497386,0.8082675562237673,0.8578313253012049,0.8103440121082172,[0.90286624 0.71782178],0.8578313253012049,0.8062686706497386,[0.90865385 0.7038835 ],0.8062686706497385
6,Model,16,16,1053,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.0001129492663143141, 'GB:learning_rate': 0.10550102775562552, 'GB:min_samples_leaf': 17}",6.479167699813843,0.8783132530120482,0.8215163679362709,0.8316433401415055,0.8783132530120482,0.8437180329504911,[0.9066874  0.78074866],0.8783132530120482,0.8215163679362709,[0.93429487 0.70873786],0.8215163679362709
7,Model,16,16,43,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.7631504811937104, 'AB:n_estimators': 60}",3.8634603023529053,0.8722891566265061,0.8126322504356485,0.8229978111118265,0.8722891566265061,0.8354955586722768,[0.90217391 0.7688172 ],0.8722891566265061,0.8126322504356485,[0.93108974 0.69417476],0.8126322504356485
8,Model,16,16,591,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.2470473809905998, 'AB:n_estimators': 38}",2.884361982345581,0.8698795180722891,0.8142814911625591,0.8215323845853675,0.8698795180722891,0.8297985240334378,[0.90438871 0.75520833],0.8698795180722891,0.8142814911625591,[0.92467949 0.7038835 ],0.8142814911625591
9,Model,16,16,32,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.613983092783252, 'AB:n_estimators': 54}",3.5959384441375732,0.8783132530120482,0.8198904655215336,0.8310488755066217,0.8783132530120482,0.8446050701864656,[0.90542636 0.78378378],0.8783132530120482,0.8198904655215336,[0.93589744 0.7038835 ],0.8198904655215334
