,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,12,12,18,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 12, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",2.3270111083984375,0.9741735537190083,0.9682146456163924,0.8930977360574268,0.9741735537190083,0.8413484349889033,[0.99776536 0.68493151],0.9741735537190083,0.9682146456163924,[0.97489083 0.96153846],0.9682146456163925
1,Model,12,12,838,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.011085421404003072, 'SVM:gamma': 0.0013106179323213027, 'SVM:kernel': 'poly', 'SVM:tol': 0.0008366356550890711, 'SVM:coef0': 1.3000185905268842, 'SVM:degree': 3}",104.35607933998108,0.987603305785124,0.9390325831373867,0.9390325831373867,0.987603305785124,0.9390325831373867,[0.99344978 0.88461538],0.987603305785124,0.9390325831373867,[0.99344978 0.88461538],0.9390325831373867
2,Model,12,12,1113,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.968032857173774, 'SVM:gamma': 0.002393736834462624, 'SVM:kernel': 'poly', 'SVM:tol': 0.018678321287946418, 'SVM:coef0': 1.5947616354564222, 'SVM:degree': 2}",33.24616503715515,0.9886363636363636,0.9577175008397716,0.9455910231319908,0.9886363636363636,0.9341730558598028,[0.99561884 0.87272727],0.9886363636363636,0.9577175008397716,[0.99235808 0.92307692],0.9577175008397716
3,Model,12,12,737,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.06178225551071944, 'SVM:gamma': 0.055127422981307295, 'SVM:kernel': 'poly', 'SVM:tol': 2.3031806690358322e-05, 'SVM:coef0': 0.0, 'SVM:degree': 2}",580.577582359314,0.9865702479338843,0.9294171985220021,0.9333471045927151,0.9865702479338843,0.9373596766951056,[0.99236641 0.88235294],0.9865702479338843,0.9294171985220021,[0.99344978 0.86538462],0.929417198522002
4,Model,12,12,213,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.013486762923392221, 'GB:learning_rate': 0.04371787572474992, 'GB:min_samples_leaf': 173}",3.63485050201416,0.9793388429752066,0.8621095062143097,0.8903985507246377,0.9793388429752066,0.9242424242424243,[0.98484848 0.86363636],0.9793388429752066,0.8621095062143097,[0.99344978 0.73076923],0.8621095062143097
5,Model,12,12,328,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.3936660452403056, 'AB:n_estimators': 94}",9.870586156845093,0.9793388429752066,0.87117903930131,0.892518487264329,0.9793388429752066,0.9168631519381307,[0.98590022 0.84782609],0.9793388429752066,0.87117903930131,[0.99235808 0.75      ],0.87117903930131
6,Model,12,12,467,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.908234883610214, 'AB:n_estimators': 74}",8.52336311340332,0.9741735537190083,0.8684497816593886,0.8718213549859903,0.9741735537190083,0.8752646096606581,[0.98582334 0.76470588],0.9741735537190083,0.8684497816593886,[0.98689956 0.75      ],0.8684497816593886
7,Model,12,12,313,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.0009277296423781054, 'RF:criterion': 'entropy', 'RF:max_features': 0.9773969467656698, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 10, 'RF:n_estimators': 116}",24.104042053222656,0.9834710743801653,0.9187101108498488,0.9187101108498488,0.9834710743801653,0.9187101108498488,[0.99126638 0.84615385],0.9834710743801653,0.9187101108498488,[0.99126638 0.84615385],0.9187101108498489
8,Model,12,12,931,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.000970127831750683, 'DTREE:criterion': 'gini', 'DTREE:max_depth_fraction': 1.3167342160738267, 'DTREE:min_samples_leaf': 4, 'DTREE:min_samples_split': 2}",1.830366611480713,0.9752066115702479,0.8871346993617736,0.8802350757810082,0.9752066115702479,0.8736121241591701,[0.98796499 0.75925926],0.9752066115702479,0.8871346993617736,[0.98580786 0.78846154],0.8871346993617736
9,Model,12,12,871,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 4.264648322018445e-10, 'GB:learning_rate': 0.06809354867216855, 'GB:min_samples_leaf': 161}",4.0020012855529785,0.9834710743801653,0.8915015115888478,0.9140147898114632,0.9834710743801653,0.9396868810713949,[0.98806941 0.89130435],0.9834710743801653,0.8915015115888478,[0.99454148 0.78846154],0.8915015115888478
