,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy
0,Fusion,18,18,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 18, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.4872219562530518,0.9010338389475665
1,Model,18,18,558,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 4.01599896305406e-05, 'RF:criterion': 'gini', 'RF:max_features': 0.5500751749261639, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 2, 'RF:n_estimators': 4}",1.5511856079101562,0.8256279078904916
2,Model,18,18,80,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.00019674870052359004, 'RF:criterion': 'gini', 'RF:max_features': 0.12627677877518334, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 3, 'RF:n_estimators': 154}",10.742887020111084,0.882775532397891
3,Model,18,18,539,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 4, 'KNN_CLASS:p': 2, 'KNN_CLASS:weights': 'distance'}",1.1403594017028809,0.8642356644908297
4,Model,18,18,787,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.000462488244853568, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 29, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.003244755828194027}",18.05007529258728,0.8578269977583565
5,Model,18,18,522,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 2, 'KNN_CLASS:p': 2, 'KNN_CLASS:weights': 'distance'}",1.0632126331329346,0.8643114059874627
6,Model,18,18,1578,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0014114300727935771, 'MLP:n_hidden_layers': 2, 'MLP:n_neurons_layer': 98, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.00013892123556730342}",53.431241273880005,0.8535368150099849
7,Model,18,18,1536,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.000632115838934528, 'MLP:n_hidden_layers': 2, 'MLP:n_neurons_layer': 84, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.00033560781495953787}",43.15479016304016,0.846712773487692
8,Model,18,18,1553,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0003786272694999501, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 77, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.00020230307079642423}",55.81266689300537,0.8576835977711079
9,Model,18,18,1537,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0010958786548594304, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 89, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.00013949200485065169}",68.40116286277771,0.854692658355025
