,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,18,18,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 18, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.4872219562530518,0.9287696577243293,0.9274592465357492,0.9162468292084114,0.9287696577243293,0.9070838740120326,[0.96734694 0.84682081],0.9287696577243293,0.9274592465357492,[0.93062827 0.92429022],0.9274592465357491
1,Model,18,18,558,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 4.01599896305406e-05, 'RF:criterion': 'gini', 'RF:max_features': 0.5500751749261639, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 2, 'RF:n_estimators': 4}",1.5511856079101562,0.8982423681776133,0.8532606900424464,0.8706881552046632,0.8982423681776133,0.895650665926748,[0.90073529 0.89056604],0.8982423681776133,0.8532606900424464,[0.96204188 0.7444795 ],0.8532606900424463
2,Model,18,18,80,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.00019674870052359004, 'RF:criterion': 'gini', 'RF:max_features': 0.12627677877518334, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 3, 'RF:n_estimators': 154}",10.742887020111084,0.9222941720629048,0.8998071745916396,0.9050207104305259,0.9222941720629048,0.9107532218517482,[0.93701799 0.88448845],0.9222941720629048,0.8998071745916396,[0.95418848 0.84542587],0.8998071745916396
3,Model,18,18,539,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 4, 'KNN_CLASS:p': 2, 'KNN_CLASS:weights': 'distance'}",1.1403594017028809,0.910268270120259,0.8783796059259749,0.8886850639872184,0.910268270120259,0.9012496497127644,[0.92055485 0.88194444],0.910268270120259,0.8783796059259749,[0.95549738 0.80126183],0.8783796059259747
4,Model,18,18,787,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.000462488244853568, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 29, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.003244755828194027}",18.05007529258728,0.9019426456984274,0.8752580639833518,0.8801451822099494,0.9019426456984274,0.8855319979298701,[0.92287918 0.84818482],0.9019426456984274,0.8752580639833518,[0.93979058 0.81072555],0.8752580639833517
5,Model,18,18,522,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 2, 'KNN_CLASS:p': 2, 'KNN_CLASS:weights': 'distance'}",1.0632126331329346,0.906567992599445,0.8776074784877863,0.8850165922970881,0.906567992599445,0.8935789292477191,[0.92229299 0.86486486],0.906567992599445,0.8776074784877863,[0.94764398 0.80757098],0.8776074784877863
6,Model,18,18,1578,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0014114300727935771, 'MLP:n_hidden_layers': 2, 'MLP:n_neurons_layer': 98, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.00013892123556730342}",53.431241273880005,0.8954671600370028,0.869754075346425,0.8728400780741704,0.8954671600370028,0.8761277532299525,[0.92108668 0.83116883],0.8954671600370028,0.869754075346425,[0.93193717 0.80757098],0.869754075346425
7,Model,18,18,1536,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.000632115838934528, 'MLP:n_hidden_layers': 2, 'MLP:n_neurons_layer': 84, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.00033560781495953787}",43.15479016304016,0.9037927844588344,0.8802583117247758,0.8830787406815762,0.9037927844588344,0.8860606670355651,[0.92746114 0.84466019],0.9037927844588344,0.8802583117247758,[0.93717277 0.82334385],0.8802583117247759
8,Model,18,18,1553,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0003786272694999501, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 77, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.00020230307079642423}",55.81266689300537,0.9000925069380203,0.8767176738731894,0.8788106528039595,0.9000925069380203,0.8809934438551802,[0.92597403 0.83601286],0.9000925069380203,0.8767176738731894,[0.93324607 0.82018927],0.8767176738731896
9,Model,18,18,1537,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0010958786548594304, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 89, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.00013949200485065169}",68.40116286277771,0.8945420906567992,0.8626397674533833,0.8700885515496521,0.8945420906567992,0.878776900849614,[0.91348601 0.8440678 ],0.8945420906567992,0.8626397674533833,[0.93979058 0.78548896],0.8626397674533833
10,Model,18,18,1535,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0002328104264707075, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 86, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.0003091989888007579}",66.85521697998047,0.913968547641073,0.8929942854311527,0.8955441609650421,0.913968547641073,0.8982197397598427,[0.93514916 0.86129032],0.913968547641073,0.8929942854311527,[0.94371728 0.84227129],0.8929942854311528
11,Model,18,18,666,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 2.6150115540970294e-05, 'MLP:n_hidden_layers': 2, 'MLP:n_neurons_layer': 171, 'MLP:solver': 'lbfgs', 'MLP:tol': 2.7629039562313077e-05}",100.97068285942078,0.8945420906567992,0.8709452986935768,0.8723175432052717,0.8945420906567992,0.8737291167465389,[0.92317708 0.82428115],0.8945420906567992,0.8709452986935768,[0.92801047 0.81388013],0.8709452986935768
12,Model,18,18,692,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 4.429609550003108e-05, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 116, 'MLP:solver': 'lbfgs', 'MLP:tol': 5.2875785965728696e-05}",99.70080161094666,0.913968547641073,0.886534427799891,0.8941241889468237,0.913968547641073,0.9028834567051127,[0.92738854 0.87837838],0.913968547641073,0.886534427799891,[0.95287958 0.82018927],0.886534427799891
13,Model,18,18,1566,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 1.5526203948514944e-05, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 76, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.0024741420369452528}",47.47733664512634,0.8991674375578168,0.8751403868069434,0.8775732639267699,0.8991674375578168,0.8801284465085143,[0.92477302 0.83548387],0.8991674375578168,0.8751403868069434,[0.93324607 0.8170347 ],0.8751403868069434
14,Model,18,18,690,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.00010848238281451633, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 188, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.00038949944366014255}",194.34803581237793,0.9111933395004626,0.8910309346458123,0.8924779311202289,0.9111933395004626,0.8939654885516507,[0.93489583 0.85303514],0.9111933395004626,0.8910309346458123,[0.93979058 0.84227129],0.8910309346458124
15,Model,18,18,697,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 6.975399165269747e-05, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 164, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.0006371723754916257}",165.31914687156677,0.910268270120259,0.8931449947974301,0.8920585737447564,0.910268270120259,0.8909945795006571,[0.93823916 0.84375   ],0.910268270120259,0.8931449947974301,[0.93455497 0.85173502],0.89314499479743
