,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy
0,Fusion,13,13,1509,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 13, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'logistic', 'NN:alpha': 0.0008323668321270098, 'NN:solver': 'sgd', 'NN:tol': 0.001976191826217671, 'NN:learning_rate': 'invscaling', 'NN:learning_rate_init': 0.00010197982531527532, 'NN:momentum': 0.8135506025278199, 'NN:nesterovs_momentum': False, 'NN:power_t': 0.5}",2.0337560176849365,0.8294276422764227
1,Model,13,13,691,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.032680640037625386}",1.2070977687835693,0.8105815652855325
2,Model,13,13,643,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.10129809952351376}",1.210977554321289,0.7404768929376041
3,Model,13,13,290,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.00017871092958871736, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.468045558448787, 'XT:max_features': 0.9531891772864098, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 2, 'XT:n_estimators': 4}",1.6280829906463623,0.7307338818689392
4,Model,13,13,31,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'XT:bootstrap': True, 'XT:ccp_alpha': 0.00022908220232758193, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.0937565133365823, 'XT:max_features': 0.691528796601496, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 10, 'XT:n_estimators': 34}",3.2198543548583984,0.7859330002938585
5,Model,13,13,284,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.1647657902995967e-07, 'GB:learning_rate': 0.07117961306456608, 'GB:min_samples_leaf': 8}",6.504456043243408,0.792595317856793
6,Model,13,13,106,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME', 'AB:learning_rate': 1.4878035514272896, 'AB:n_estimators': 20}",2.032406806945801,0.7688493877950828
7,Model,13,13,103,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.3936660452403056, 'AB:n_estimators': 94}",5.296532154083252,0.7883215202272504
8,Model,13,13,386,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.717797971281168, 'AB:n_estimators': 96}",5.4847962856292725,0.7801226760701342
9,Model,13,13,633,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.770404139070997, 'AB:n_estimators': 74}",4.530862092971802,0.7756112253893622
10,Model,13,13,281,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.8325637342716923, 'AB:n_estimators': 62}",3.889638900756836,0.7808900773827014
11,Model,13,13,611,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.0005487556190142345, 'RF:criterion': 'entropy', 'RF:max_features': 0.8335863864290401, 'RF:min_samples_leaf': 10, 'RF:min_samples_split': 5, 'RF:n_estimators': 87}",12.112648248672485,0.7663701439905966
