,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,15,15,24,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 15, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",14.674878358840942,0.8846497099509147,0.8730667023078899,0.8489196013460699,0.8846497099509147,0.8317198096991599,[0.89982322 0.66971638 0.92561983],0.8846497099509147,0.8730667023078899,[0.87657865 0.84429066 0.8983308 ],0.9058863714439602
1,Model,15,15,383,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 22, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'uniform'}",9.127617835998535,0.9045069165551093,0.8523275741534843,0.8695850844090494,0.9045069165551093,0.8923571254334588,[0.89367018 0.86440678 0.91899441],0.9045069165551093,0.8523275741534843,[0.923938   0.70588235 0.92716237],0.896389046709397
2,Model,15,15,388,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 20, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'uniform'}",8.68963360786438,0.9016064257028112,0.8450944586091621,0.864969280909388,0.9016064257028112,0.8926059820888086,[0.88720353 0.87371512 0.91689929],0.9016064257028112,0.8450944586091621,[0.92336395 0.68627451 0.92564492],0.8916749416547957
3,Model,15,15,386,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.2649679276252132e-06, 'GB:learning_rate': 0.37224403672610673, 'GB:min_samples_leaf': 41}",26.41310477256775,0.8973672467648371,0.8389298975078394,0.8608862907934851,0.8973672467648371,0.8914598699296592,[0.89390071 0.87779434 0.90268456],0.8973672467648371,0.8389298975078394,[0.90442021 0.67935409 0.93301539],0.8868863999837597
4,Model,15,15,210,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 6.497266122643172e-05, 'GB:learning_rate': 0.38769905437130964, 'GB:min_samples_leaf': 155}",28.864999055862427,0.8888888888888888,0.8323922688899984,0.8484953667749701,0.8888888888888888,0.8693866860404197,[0.88104612 0.82212885 0.90498509],0.8888888888888888,0.8323922688899984,[0.89925373 0.67704729 0.92087579],0.8820359533572468
5,Model,15,15,211,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.2662654021476058, 'GB:learning_rate': 0.1949445812337541, 'GB:min_samples_leaf': 200}",30.924052715301514,0.8858768406961178,0.8239161107960088,0.842375381033816,0.8858768406961178,0.8674165985525129,[0.87940265 0.82293179 0.89991536],0.8858768406961178,0.8239161107960088,[0.89580941 0.65397924 0.92195968],0.8765360537378944
6,Model,15,15,218,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 7.281716173461871e-09, 'GB:learning_rate': 0.1839034518668127, 'GB:min_samples_leaf': 3}",26.511711835861206,0.8731593038821954,0.8211655575739979,0.825114832526716,0.8731593038821954,0.8293302567422259,[0.87635947 0.71221282 0.89941848],0.8731593038821954,0.8211655575739979,[0.87887486 0.67935409 0.90526772],0.8731021916892971
7,Model,15,15,384,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 19, 'KNN_CLASS:p': 2, 'KNN_CLASS:weights': 'uniform'}",6.996010065078735,0.8739402052655064,0.8225377505993384,0.825546337587517,0.8739402052655064,0.8287041150525448,[0.87751004 0.70728793 0.90131437],0.8739402052655064,0.8225377505993384,[0.87801378 0.6828143  0.90678517],0.8741498710227562
8,Model,15,15,75,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 21, 'KNN_CLASS:p': 2, 'KNN_CLASS:weights': 'uniform'}",6.6147987842559814,0.8747211066488175,0.8218571823125139,0.8256559799821717,0.8747211066488175,0.8297409436685443,[0.87382779 0.71065375 0.90474129],0.8747211066488175,0.8218571823125139,[0.8826062  0.67704729 0.90591806],0.8741183007013349
9,Model,15,15,141,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 31, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'uniform'}",9.436168432235718,0.8738286479250335,0.8255875706047008,0.829102676757278,0.8738286479250335,0.8328238036769098,[0.875      0.72355769 0.89991372],0.8738286479250335,0.8255875706047008,[0.87801378 0.69434833 0.90440061],0.8756708547957996
10,Model,15,15,367,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 29, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'uniform'}",8.486078977584839,0.8719321731369924,0.8197619013606704,0.8265471886278349,0.8719321731369924,0.8342291354455584,[0.86892655 0.7361809  0.89757995],0.8719321731369924,0.8197619013606704,[0.88289323 0.67589389 0.90049859],0.8717574824917335
11,Model,15,15,188,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.2107580398068644e-08, 'GB:learning_rate': 0.1261602017563923, 'GB:min_samples_leaf': 149}",31.529226064682007,0.8717090584560464,0.8198983605669872,0.8248985196848772,0.8717090584560464,0.830310605848181,[0.87510767 0.7200489  0.89577525],0.8717090584560464,0.8198983605669872,[0.87485649 0.67935409 0.9054845 ],0.8718987879572554
12,Model,15,15,382,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 14, 'KNN_CLASS:p': 2, 'KNN_CLASS:weights': 'uniform'}",6.474407434463501,0.8707050423917894,0.8201144006911063,0.8224809835427068,0.8707050423917894,0.8249413499946536,[0.87274291 0.70225386 0.89982729],0.8707050423917894,0.8201144006911063,[0.87399541 0.6828143  0.90353349],0.8722528980380125
13,Model,15,15,205,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.0001875627363289628, 'RF:criterion': 'entropy', 'RF:max_features': 0.714925899159926, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 2, 'RF:n_estimators': 182}",251.9602882862091,0.8718206157965194,0.8201033145043306,0.8252854136195101,0.8718206157965194,0.8309672746842978,[0.87155442 0.72324723 0.89810017],0.8718206157965194,0.8201033145043306,[0.88030999 0.67820069 0.90179926],0.8720965137180343
14,Model,15,15,103,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 5.958127713447009e-05, 'MLP:n_hidden_layers': 1, 'MLP:n_neurons_layer': 197, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.0017466660016051752}",523.1330437660217,0.8732708612226685,0.819364569393311,0.8242480622990792,0.8732708612226685,0.8295501451759698,[0.87510717 0.71358629 0.89995697],0.8732708612226685,0.819364569393311,[0.87887486 0.67243368 0.90678517],0.8721636617394148
15,Model,15,15,208,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'relu', 'MLP:alpha': 0.0005442957708763, 'MLP:n_hidden_layers': 2, 'MLP:n_neurons_layer': 150, 'MLP:solver': 'adam', 'MLP:tol': 0.0005394002948513532, 'MLP:beta_1': 0.9, 'MLP:beta_2': 0.999, 'MLP:epsilon': 1e-08, 'MLP:learning_rate_init': 0.0011943963416463645}",260.1748847961426,0.8752788933511825,0.8206340244008178,0.8251615109484259,0.8752788933511825,0.8300561328095836,[0.87778412 0.7097561  0.90262818],0.8752788933511825,0.8206340244008178,[0.88231917 0.67128028 0.90830262],0.8734196899049
