,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,12,12,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 12, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",6.529711008071899,0.9427592954990215,0.9354528213968681,0.9361791202176498,0.9427592954990215,0.9373541343783378,"[0.94605809 0.86956522 0.94285714 0.98181818 0.95731707 1.
 0.86956522 0.91390728 0.9789916  0.91346154]",0.9427592954990215,0.9354528213968681,"[0.9539749  0.83333333 0.97058824 0.9540636  0.9691358  0.99009901
 0.9        0.8625     0.97083333 0.95      ]",0.9660296529321174
1,Model,12,12,642,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 4.4057326915451604e-08, 'GB:learning_rate': 0.12483258506732962, 'GB:min_samples_leaf': 45}",38.03435015678406,0.9241682974559687,0.9179451994819491,0.9178966106523498,0.9241682974559687,0.9185684812544526,"[0.88844622 0.83193277 0.9015748  0.98113208 0.94578313 1.
 0.89119171 0.88235294 0.97058824 0.89268293]",0.9241682974559687,0.9179451994819491,"[0.93305439 0.825      0.96218487 0.91872792 0.9691358  0.99009901
 0.86       0.84375    0.9625     0.915     ]",0.9560356813942735
2,Model,12,12,139,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 3.469262657495871e-08, 'GB:learning_rate': 0.3443063234606156, 'GB:min_samples_leaf': 8}",33.5778923034668,0.9388454011741683,0.93053905291918,0.9314972318803324,0.9388454011741683,0.9330653797570522,"[0.94605809 0.88073394 0.93469388 0.97472924 0.95731707 1.
 0.89447236 0.85889571 0.9789916  0.9047619 ]",0.9388454011741683,0.93053905291918,"[0.9539749  0.8        0.96218487 0.9540636  0.9691358  0.98019802
 0.89       0.875      0.97083333 0.95      ]",0.9635688097969969
3,Model,12,12,653,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 2.2638322630360442e-07, 'GB:learning_rate': 0.23899141690307085, 'GB:min_samples_leaf': 3}",34.18717050552368,0.9388454011741683,0.9332824203343334,0.9335745411341723,0.9388454011741683,0.934221978805722,"[0.92946058 0.87179487 0.93522267 0.98154982 0.95731707 1.
 0.88780488 0.91503268 0.97083333 0.89320388]",0.9388454011741683,0.9332824203343334,"[0.93723849 0.85       0.97058824 0.93992933 0.9691358  0.99009901
 0.91       0.875      0.97083333 0.92      ]",0.9643776577640527
4,Model,12,12,110,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.14529092314322412, 'GB:learning_rate': 0.30572829142701713, 'GB:min_samples_leaf': 53}",35.37485194206238,0.937866927592955,0.9324716417626625,0.9330963902220997,0.937866927592955,0.9341598453779622,"[0.94468085 0.88695652 0.92653061 0.97454545 0.95731707 1.
 0.85308057 0.91503268 0.97083333 0.91262136]",0.937866927592955,0.9324716417626625,"[0.92887029 0.85       0.95378151 0.94699647 0.9691358  0.99009901
 0.9        0.875      0.97083333 0.94      ]",0.9638712906624198
5,Model,12,12,148,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.1182314042546735e-10, 'GB:learning_rate': 0.3370804212083903, 'GB:min_samples_leaf': 11}",34.10165882110596,0.9329745596868885,0.924301191323487,0.9248086728938203,0.9329745596868885,0.9257013898330021,"[0.91497976 0.83478261 0.93574297 0.98892989 0.95731707 1.
 0.85365854 0.87261146 0.9789916  0.92      ]",0.9329745596868885,0.924301191323487,"[0.94560669 0.8        0.9789916  0.94699647 0.9691358  0.98019802
 0.875      0.85625    0.97083333 0.92      ]",0.9602107224963731
6,Model,12,12,665,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.1490822329792022e-10, 'GB:learning_rate': 0.23290817625325547, 'GB:min_samples_leaf': 14}",34.502195596694946,0.9417808219178082,0.9348272181852865,0.9359121565404702,0.9417808219178082,0.9374767274252367,"[0.93061224 0.88495575 0.94605809 0.97472924 0.95731707 1.
 0.87203791 0.90849673 0.9789916  0.92156863]",0.9417808219178082,0.9348272181852865,"[0.9539749  0.83333333 0.95798319 0.9540636  0.9691358  0.98019802
 0.92       0.86875    0.97083333 0.94      ]",0.9655672225742197
7,Model,12,12,663,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.7849749247351942e-10, 'GB:learning_rate': 0.22576074092269732, 'GB:min_samples_leaf': 9}",33.951432943344116,0.9359099804305284,0.9287321313141318,0.9293177127513012,0.9359099804305284,0.9303752367044982,"[0.94514768 0.88288288 0.93469388 0.97454545 0.94578313 1.
 0.86956522 0.86792453 0.97058824 0.91262136]",0.9359099804305284,0.9287321313141318,"[0.93723849 0.81666667 0.96218487 0.94699647 0.9691358  0.99009901
 0.9        0.8625     0.9625     0.94      ]",0.9622693588144878
8,Model,12,12,664,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.7772107912365245e-10, 'GB:learning_rate': 0.20674846875453293, 'GB:min_samples_leaf': 14}",34.4911322593689,0.9368884540117417,0.9300675249012892,0.9297884627390772,0.9368884540117417,0.9301344855150413,"[0.93004115 0.84033613 0.93574297 0.98892989 0.93529412 1.
 0.86699507 0.91275168 0.97863248 0.91262136]",0.9368884540117417,0.9300675249012892,"[0.94560669 0.83333333 0.9789916  0.94699647 0.98148148 0.99009901
 0.88       0.85       0.95416667 0.94      ]",0.9629501153540352
9,Model,12,12,652,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 2.5911765038382508e-06, 'GB:learning_rate': 0.2333241998602899, 'GB:min_samples_leaf': 15}",34.1676299571991,0.9408023483365949,0.9330495424706491,0.9333455544926418,0.9408023483365949,0.9339332964353494,"[0.94650206 0.85217391 0.94285714 0.98181818 0.94578313 1.
 0.86829268 0.89171975 0.97881356 0.93137255]",0.9408023483365949,0.9330495424706491,"[0.9623431  0.81666667 0.97058824 0.9540636  0.9691358  0.98019802
 0.89       0.875      0.9625     0.95      ]",0.9648370816317925
