,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,12,12,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 12, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.3537683486938477,0.9721074380165289,0.9671229425596237,0.8862381008344107,0.9721074380165289,0.8322135125046659,[0.99776036 0.66666667],0.9721074380165289,0.9671229425596237,[0.97270742 0.96153846],0.9671229425596237
1,Model,12,12,67,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 12.023604918026109, 'SVM:gamma': 0.0014299616179380685, 'SVM:kernel': 'rbf', 'SVM:tol': 4.695261380077815e-05}",1.974870204925537,0.9834710743801653,0.9368491770238495,0.9215495583110462,0.9834710743801653,0.9074248120300752,[0.99342105 0.82142857],0.9834710743801653,0.9368491770238495,[0.98908297 0.88461538],0.9368491770238495
2,Model,12,12,484,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.00029809210119394663, 'GB:learning_rate': 0.05203013955295561, 'GB:min_samples_leaf': 99}",3.1487810611724854,0.9865702479338843,0.9203476654350017,0.9321013300240106,0.9865702479338843,0.9446270347094223,[0.99129489 0.89795918],0.9865702479338843,0.9203476654350017,[0.99454148 0.84615385],0.9203476654350017
3,Model,12,12,860,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.022920781984706262}",1.0354158878326416,0.9865702479338843,0.9203476654350017,0.9321013300240106,0.9865702479338843,0.9446270347094223,[0.99129489 0.89795918],0.9865702479338843,0.9203476654350017,[0.99454148 0.84615385],0.9203476654350017
4,Model,12,12,557,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 5.6957424042203e-10, 'GB:learning_rate': 0.12533753944380457, 'GB:min_samples_leaf': 89}",3.050678253173828,0.987603305785124,0.9299630500503864,0.9379049329655527,0.987603305785124,0.9461873638344227,[0.99237473 0.9       ],0.987603305785124,0.9299630500503864,[0.99454148 0.86538462],0.9299630500503864
5,Model,12,12,570,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 7.877916650929117e-08, 'GB:learning_rate': 0.3202069771242548, 'GB:min_samples_leaf': 6}",2.392637252807617,0.9855371900826446,0.937940880080618,0.9301371275389216,0.9855371900826446,0.9226436502147661,[0.99343545 0.85185185],0.9855371900826446,0.937940880080618,[0.99126638 0.88461538],0.937940880080618
6,Model,12,12,273,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME', 'AB:learning_rate': 1.7760975550384632, 'AB:n_estimators': 59}",3.1810340881347656,0.9886363636363636,0.9577175008397716,0.9455910231319908,0.9886363636363636,0.9341730558598028,[0.99561884 0.87272727],0.9886363636363636,0.9577175008397716,[0.99235808 0.92307692],0.9577175008397716
7,Model,12,12,416,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.19896147244376589, 'SVM:gamma': 0.017231178416345767, 'SVM:kernel': 'poly', 'SVM:tol': 0.00012016817530096262, 'SVM:coef0': 0.25474555467310966, 'SVM:degree': 2}",301.8326721191406,0.984504132231405,0.9283254954652335,0.924475306233908,0.984504132231405,0.9207031652747706,[0.99234973 0.8490566 ],0.984504132231405,0.9283254954652335,[0.99126638 0.86538462],0.9283254954652335
8,Model,12,12,291,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.03735500089782326, 'SVM:gamma': 0.018355417696502393, 'SVM:kernel': 'poly', 'SVM:tol': 5.6332379120933454e-05, 'SVM:coef0': 0.6100813348819099, 'SVM:degree': 2}",118.31485533714294,0.9803719008264463,0.9080030231776957,0.9043353878962836,0.9803719008264463,0.9007423445716054,[0.99016393 0.81132075],0.9803719008264463,0.9080030231776957,[0.98908297 0.82692308],0.9080030231776957
9,Model,12,12,589,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 15.335676082422442, 'SVM:gamma': 0.004816745129354264, 'SVM:kernel': 'poly', 'SVM:tol': 0.0005708751225003202, 'SVM:coef0': 0.9363233968454627, 'SVM:degree': 2}",253.79813289642334,0.9824380165289256,0.8909556600604636,0.9095143047238856,0.9824380165289256,0.9301984429505394,[0.98805646 0.87234043],0.9824380165289256,0.8909556600604636,[0.99344978 0.78846154],0.8909556600604635
